Band,Bauwerk,Modul,Eigenschaft,Literaturangabe,Autor,Eingabe komplett,"Datenbankeintrag (Bild, Kurztext, Literaturverweis, basis Strukturdaten)",Notiz,Seite_von,Seite_bis,Ort
Band 1,"Adelshausen (Weil), Kapelle St. Martin",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 19-21.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,"Im gesamten Band keine Hinweise auf die Autoren der einzelnen wissenschaftlichen Texte, daher Nennung aller bei jedem Eintrag?!?!?",19,21,Adelshausen (Weil)
Band 1,"Asch (Landsberg am Lech), Pfarrkirche St. Johannes Baptist",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 22.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,22,22,Asch (Landsberg am Lech)
Band 1,"Beuerbach (Weil), Kapelle im Holz Maria Eich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 23-24.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,23,24,Beuerbach (Weil)
Band 1,"Beuern, Pfarrkirche St. Michael",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 25-27.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,25,27,Beuern
Band 1,"Bischofsried, Maria-Schnee-Kapelle",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 28-29.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,28,29,Bischofsried
Band 1,"Denklingen, Pfarrkirche St. Michael",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 30-36.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,30,36,Denklingen
Band 1,"Dienhausen, Kapelle St. Magnus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 37.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,37,37,Dienhausen
Band 1,"Dießen a. Ammersee, ehem. Augustiner-Chorherrenstiftskirche Mariä Himmelfahrt",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 38-47.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,38,47,Dießen a. Ammersee
Band 1,"Eching a. Ammersee, Pfarrkirche St. Peter und Paul",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 48-53.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,48,53,Eching a. Ammersee
Band 1,"Egling a. d. Paar, Pfarrkirche St. Vitus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 54-62.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,54,62,Egling a. d. Paar
Band 1,"Egling a. d. Paar, Kapelle St. Ulrich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 62-63.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,62,63,Egling a. d. Paar
Band 1,"Ellighofen, Filialkirche St. Stephan",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 64-65.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,64,65,Ellighofen
Band 1,"Eresing, Pfarrkirche St. Ulrich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 66-73.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,66,73,Eresing
Band 1,"Erpfting, Kapelle Maria-Eich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 74-76.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,74,76,Erpfting
Band 1,"Erpfting, Pfarrhof im ehem. kath. Pfarrhaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 76-77.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,76,77,Erpfting
Band 1,"Geltendorf, Pfarrkirche St. Stephan",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 78-81.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,78,81,Geltendorf
Band 1,"Greifenberg, Schlosskapelle St. Georg",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 82-85.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,82,85,Greifenberg
Band 1,"Hagenheim, Filialkirche Unsere Liebe Frau",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 86.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,86,86,Hagenheim
Band 1,"Hausen bei Geltendorf, Pfarrkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 87-90.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,87,90,Hausen bei Geltendorf
Band 1,"Hechenwang, Filialkirche St. Martin",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 91-94.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,91,94,Hechenwang
Band 1,"Heinrichshofen, Filialkirche St. Andreas",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 95-100.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,95,100,Heinrichshofen
Band 1,"Holzhausen (a. Ammersee), Filialkirche St. Ulrich",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 101.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,101,101,Holzhausen (a. Ammersee)
Band 1,"Holzhausen bei Buchloe, Pfarrkirche St. Johann Baptist und Johann Evangelist",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 102-104.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,102,104,Holzhausen bei Buchloe
Band 1,"Hurlach, Pfarrkirche St. Laurentius",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 105-108.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,105,108,Hurlach
Band 1,"Issing, Pfarrkirche St. Margareta",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 109-113.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,109,113,Issing
Band 1,"Jedelstetten, Kapelle St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 114-117.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,114,117,Jedelstetten
Band 1,"Kaufering, Pfarrkirche St. Johannes Baptist",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 118-125.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,118,120,Kaufering
Band 1,"Kaufering, Kapelle St. Leonhard",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 120-125.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,120,125,Kaufering
Band 1,"Landsberg am Lech, Stadtpfarrkirche Mariä Himmelfahrt",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 126-132.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,126,132,Landsberg am Lech
Band 1,"Landsberg am Lech, Heilig-Kreuz-Kirche",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 132-143.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,132,143,Landsberg am Lech
Band 1,"Landsberg am Lech, ehem. Ursulinenkloster",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 144-155.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,144,156,Landsberg am Lech
Band 1,"Landsberg am Lech, ehem. St. Leonhardskapelle",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 157-158.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,157,158,Landsberg am Lech
Band 1,"Landsberg am Lech, Filialkirche St. Johannes",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 158-161.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,158,161,Landsberg am Lech
Band 1,"Leeder, Pfarrkirche Mariä Verkündigung",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 162-163.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,162,163,Leeder
Band 1,"Lengenfeld, Filialkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 164-166.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,164,166,Lengenfeld
Band 1,"Oberdießen, Pfarrkirche St. Rupert",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 167-168.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,167,168,Oberdießen
Band 1,"Oberigling, Pfarrkirche St. Peter und Paul",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 169-171.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,169,171,Oberigling
Band 1,"Obermeitingen, Pfarrkirche St. Mauritius",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 172-177.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,172,177,Obermeitingen
Band 1,"Obermühlhausen, Filialkirche St. Peter und Paul",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 178.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,178,178,Obermühlhausen
Band 1,"Penzing, Pfarrkirche St. Matrin",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 179.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,179,179,Penzing
Band 1,"Petzenhausen, Pfarrkirche St. Peter und Paul",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 180-183.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,180,183,Petzenhausen
Band 1,"Pflugdorf, Filialkirche St. Laurentius",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 184-188.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,184,188,Pflugdorf
Band 1,"Pöring, Schlosskirche St. Maria von der Versöhnung",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 189-190.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,189,190,Pöring
Band 1,"Prittriching, Pfarrkirche St. Peter und Paul",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 191-198.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,191,198,Prittriching
Band 1,"Reichling, Pfarrkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 199-201.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,199,201,Reichling
Band 1,"Reisch, Filialkirche Mariä Himmelfahrt",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 202-204.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,202,204,Reisch
Band 1,"Romenthal, Kapelle St. Anna",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 205-207.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,205,207,Romenthal
Band 1,"Rott, Pfarrkirche St. Johannes Baptist",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 208-211.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,208,211,Rott
Band 1,"St. Georgen, Filialkirche St. Georg",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 212-215.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,212,215,St. Georgen
Band 1,"St. Georgen, ehem. Prälatenwohnhaus des Augustinerchorherrenstiftes Dießen",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 216.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,216,216,St. Georgen
Band 1,"St. Ottilien bei Rott, Kapelle St. Ottilie",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 217-219.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,217,219,St. Ottilien bei Rott
Band 1,"Scheuring, Pfarrkirche St. Martin",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 220-223.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,220,223,Scheuring
Band 1,"Schwabhausen, Pfarrkirche Heilig Kreuz",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 224-228.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,224,228,Schwabhausen
Band 1,"Schwabhausen, Kapelle St. Leonhard",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 229.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,229,229,Schwabhausen
Band 1,"Schwabstadl, Kapelle St. Johannes",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 230.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,230,230,Schwabstadl
Band 1,"Stadl, Pfarrkirche St. Johann Baptist",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 231.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,231,231,Stadl
Band 1,"Stoffen, Pfarrkirche Mariä Heimsuchung",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 232-233.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,232,233,Stoffen
Band 1,"Thaining, Pfarrkirche St. Martin",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 234-239.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,234,239,Thaining
Band 1,"Unterbeuern, Kapelle St. Magnus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 240.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,240,240,Unterbeuern
Band 1,"Unterdießen, Pfarrkirche St. Nikolaus",0,Sakral,"Bauer, Hermann/Rupprecht, Bernhard: Corpus der barocken Deckenmalerei in Deutschland, Bd. 1: Freistadt Bayern. Regierungsbezirk Oberbayern. Die Landkreise Landsberg am Lech, Starnberg, Weilheim-Schongau, München 1976, S. 241-246.","Bauer-Wild, Anna / Böhm, Cordula / Lüdicke, Lore / Werner-Clementschitsch, Heide",,X,,241,246,Unterdießen
